Station,Variable,Total_Count,Observed_Count,Observed_Percent,Pipeline_Imputed_Count,Pipeline_Imputed_Percent,Modeling_Completion_Count,Modeling_Completion_Percent,Dedicated_MET,Source_Sensor_Absent,Pending_QC
CB04,T_20,99914,93354,93.43435354404788,1208,1.209039774205817,5352,5.356606681746301,True,False,False
CB04,T_50,99914,93355,93.43535440478811,1207,1.2080389134655805,5352,5.356606681746301,True,False,False
CB04,Tair,99914,83494,83.56586664531497,101,0.10108693476389695,16319,16.333046419921132,True,False,False
CB04,RH,99914,82880,82.95133815080969,715,0.7156154292691715,16319,16.333046419921132,True,False,False
CB04,Srad,99914,98674,98.75893268210662,233,0.2332005524751286,1007,1.0078667654182596,True,False,False
CB04,Wind speed,99914,98807,98.89204716055808,100,0.10008607402366035,1007,1.0078667654182596,True,False,False
CB04,Wind direction,99914,98807,98.89204716055808,100,0.10008607402366035,1007,1.0078667654182596,True,False,False
CB04,Ppt,99914,99914,100.0,0,0.0,0,0.0,True,False,False
CB06,SWC_5,94037,93578,99.51189425438923,2,0.002126822420961962,457,0.4859789231898083,True,False,False
CB06,SWC_10,94037,93577,99.51083084317874,3,0.0031902336314429424,457,0.4859789231898083,True,False,False
CB06,SWC_20,94037,93577,99.51083084317874,3,0.0031902336314429424,457,0.4859789231898083,True,False,False
CB06,SWC_50,94037,93579,99.51295766559971,1,0.001063411210480981,457,0.4859789231898083,True,False,False
CB06,T_5,94037,93577,99.51083084317874,3,0.0031902336314429424,457,0.4859789231898083,True,False,False
CB06,T_10,94037,93577,99.51083084317874,3,0.0031902336314429424,457,0.4859789231898083,True,False,False
CB06,T_20,94037,93577,99.51083084317874,3,0.0031902336314429424,457,0.4859789231898083,True,False,False
CB06,T_50,94037,93577,99.51083084317874,3,0.0031902336314429424,457,0.4859789231898083,True,False,False
CB06,Tair,94037,74591,79.32090560098685,5,0.005317056052404905,19441,20.67377734296075,True,False,False
CB06,RH,94037,61893,65.81771005029935,12703,13.5085126067399,19441,20.67377734296075,True,False,False
CB06,Srad,94037,74592,79.32196901219733,4,0.004253644841923924,19441,20.67377734296075,True,False,False
CB06,Wind speed,94037,74592,79.32196901219733,4,0.004253644841923924,19441,20.67377734296075,True,False,False
CB06,Wind direction,94037,74592,79.32196901219733,4,0.004253644841923924,19441,20.67377734296075,True,False,False
CB06,Ppt,94037,94036,99.99893658878952,1,0.001063411210480981,0,0.0,True,False,False
CB07,SWC_5,93555,82730,88.429266207044,10825,11.570733792956016,0,0.0,False,False,False
CB07,SWC_10,93555,82730,88.429266207044,10825,11.570733792956016,0,0.0,False,False,False
CB07,SWC_20,93555,82729,88.42819731708622,10826,11.571802682913795,0,0.0,False,False,False
CB07,SWC_50,93555,0,0.0,0,0.0,93555,100.0,False,True,False
CB07,T_5,93555,82730,88.429266207044,10825,11.570733792956016,0,0.0,False,False,False
CB07,T_10,93555,82730,88.429266207044,10825,11.570733792956016,0,0.0,False,False,False
CB07,T_20,93555,82730,88.429266207044,10825,11.570733792956016,0,0.0,False,False,False
CB07,T_50,93555,0,0.0,0,0.0,93555,100.0,False,True,False
CB07,Tair,93555,0,0.0,0,0.0,93555,100.0,False,True,False
CB07,RH,93555,0,0.0,0,0.0,93555,100.0,False,True,False
CB07,Srad,93555,0,0.0,0,0.0,93555,100.0,False,True,False
CB07,Wind speed,93555,0,0.0,0,0.0,93555,100.0,False,True,False
CB07,Wind direction,93555,0,0.0,0,0.0,93555,100.0,False,True,False
CB07,Ppt,93555,82732,88.43140398695954,10823,11.568596013040459,0,0.0,False,False,False
CB09,SWC_5,82417,80507,97.68251695645316,1910,2.317483043546841,0,0.0,False,False,False
CB09,SWC_10,82417,80507,97.68251695645316,1910,2.317483043546841,0,0.0,False,False,False
CB09,SWC_20,82417,80507,97.68251695645316,1910,2.317483043546841,0,0.0,False,False,False
CB09,SWC_50,82417,80508,97.68373029836077,1909,2.3162697016392246,0,0.0,False,False,False
CB09,T_5,82417,80508,97.68373029836077,1909,2.3162697016392246,0,0.0,False,False,False
CB09,T_10,82417,80507,97.68251695645316,1910,2.317483043546841,0,0.0,False,False,False
CB09,T_20,82417,80507,97.68251695645316,1910,2.317483043546841,0,0.0,False,False,False
CB09,T_50,82417,80507,97.68251695645316,1910,2.317483043546841,0,0.0,False,False,False
CB09,Tair,82417,0,0.0,0,0.0,82417,100.0,False,True,False
CB09,RH,82417,0,0.0,0,0.0,82417,100.0,False,True,False
CB09,Srad,82417,0,0.0,0,0.0,82417,100.0,False,True,False
CB09,Wind speed,82417,0,0.0,0,0.0,82417,100.0,False,True,False
CB09,Wind direction,82417,0,0.0,0,0.0,82417,100.0,False,True,False
CB09,Ppt,82417,80508,97.68373029836077,1909,2.3162697016392246,0,0.0,False,False,False
CB10,SWC_5,93069,90309,97.03445830512845,2760,2.965541694871547,0,0.0,False,False,False
CB10,SWC_10,93069,90309,97.03445830512845,2760,2.965541694871547,0,0.0,False,False,False
CB10,SWC_20,93069,90309,97.03445830512845,2760,2.965541694871547,0,0.0,False,False,False
CB10,SWC_50,93069,90310,97.03553277675702,2759,2.9644672232429703,0,0.0,False,False,False
CB10,T_5,93069,90309,97.03445830512845,2760,2.965541694871547,0,0.0,False,False,False
CB10,T_10,93069,90309,97.03445830512845,2760,2.965541694871547,0,0.0,False,False,False
CB10,T_20,93069,90309,97.03445830512845,2760,2.965541694871547,0,0.0,False,False,False
CB10,T_50,93069,90309,97.03445830512845,2760,2.965541694871547,0,0.0,False,False,False
CB10,Tair,93069,0,0.0,0,0.0,93069,100.0,False,True,False
CB10,RH,93069,0,0.0,0,0.0,93069,100.0,False,True,False
CB10,Srad,93069,0,0.0,0,0.0,93069,100.0,False,True,False
CB10,Wind speed,93069,0,0.0,0,0.0,93069,100.0,False,True,False
CB10,Wind direction,93069,0,0.0,0,0.0,93069,100.0,False,True,False
CB10,Ppt,93069,90311,97.03660724838561,2758,2.9633927516143936,0,0.0,False,False,False
CB15,SWC_5,82465,0,0.0,82465,100.0,0,0.0,False,False,False
CB15,SWC_10,82465,20300,24.616503971381796,62165,75.3834960286182,0,0.0,False,False,False
CB15,SWC_20,82465,20300,24.616503971381796,62165,75.3834960286182,0,0.0,False,False,False
CB15,SWC_50,82465,20298,24.614078700054566,62167,75.38592129994544,0,0.0,False,False,False
CB15,T_5,82465,20299,24.615291335718183,62166,75.38470866428182,0,0.0,False,False,False
CB15,T_10,82465,20299,24.615291335718183,62166,75.38470866428182,0,0.0,False,False,False
CB15,T_20,82465,20299,24.615291335718183,62166,75.38470866428182,0,0.0,False,False,False
CB15,T_50,82465,20299,24.615291335718183,62166,75.38470866428182,0,0.0,False,False,False
CB15,Tair,82465,0,0.0,0,0.0,82465,100.0,False,True,False
CB15,RH,82465,0,0.0,0,0.0,82465,100.0,False,True,False
CB15,Srad,82465,0,0.0,0,0.0,82465,100.0,False,True,False
CB15,Wind speed,82465,0,0.0,0,0.0,82465,100.0,False,True,False
CB15,Wind direction,82465,0,0.0,0,0.0,82465,100.0,False,True,False
CB15,Ppt,82465,20300,24.616503971381796,62165,75.3834960286182,0,0.0,False,False,False
CB19,SWC_5,95260,59957,62.94037371404577,35303,37.05962628595423,0,0.0,False,False,False
CB19,SWC_10,95260,59957,62.94037371404577,35303,37.05962628595423,0,0.0,False,False,False
CB19,SWC_20,95260,59957,62.94037371404577,35303,37.05962628595423,0,0.0,False,False,False
CB19,SWC_50,95260,59957,62.94037371404577,35303,37.05962628595423,0,0.0,False,False,False
CB19,T_5,95260,59956,62.93932395549023,35304,37.06067604450976,0,0.0,False,False,False
CB19,T_10,95260,59956,62.93932395549023,35304,37.06067604450976,0,0.0,False,False,False
CB19,T_20,95260,59956,62.93932395549023,35304,37.06067604450976,0,0.0,False,False,False
CB19,T_50,95260,59956,62.93932395549023,35304,37.06067604450976,0,0.0,False,False,False
CB19,Tair,95260,0,0.0,0,0.0,95260,100.0,False,True,False
CB19,RH,95260,0,0.0,0,0.0,95260,100.0,False,True,False
CB19,Srad,95260,0,0.0,0,0.0,95260,100.0,False,True,False
CB19,Wind speed,95260,0,0.0,0,0.0,95260,100.0,False,True,False
CB19,Wind direction,95260,0,0.0,0,0.0,95260,100.0,False,True,False
CB19,Ppt,95260,59957,62.94037371404577,35303,37.05962628595423,0,0.0,False,False,False
CB20,SWC_5,83658,28066,33.54849506323364,55592,66.45150493676636,0,0.0,False,False,False
CB20,SWC_10,83658,28422,33.9740371512587,55236,66.0259628487413,0,0.0,False,False,False
CB20,SWC_20,83658,28423,33.97523249420259,55235,66.02476750579741,0,0.0,False,False,False
CB20,SWC_50,83658,28424,33.97642783714648,55234,66.02357216285353,0,0.0,False,False,False
CB20,T_5,83658,28423,33.97523249420259,55235,66.02476750579741,0,0.0,False,False,False
CB20,T_10,83658,28422,33.9740371512587,55236,66.0259628487413,0,0.0,False,False,False
CB20,T_20,83658,28422,33.9740371512587,55236,66.0259628487413,0,0.0,False,False,False
CB20,T_50,83658,28422,33.9740371512587,55236,66.0259628487413,0,0.0,False,False,False
CB20,Tair,83658,0,0.0,0,0.0,83658,100.0,False,True,False
CB20,RH,83658,0,0.0,0,0.0,83658,100.0,False,True,False
CB20,Srad,83658,0,0.0,0,0.0,83658,100.0,False,True,False
CB20,Wind speed,83658,0,0.0,0,0.0,83658,100.0,False,True,False
CB20,Wind direction,83658,0,0.0,0,0.0,83658,100.0,False,True,False
CB20,Ppt,83658,28424,33.97642783714648,55234,66.02357216285353,0,0.0,False,False,False
CB25,SWC_5,95237,94987,99.73749698121527,250,0.262503018784716,0,0.0,False,False,False
CB25,SWC_10,95237,94988,99.73854699329043,249,0.26145300670957716,0,0.0,False,False,False
CB25,SWC_20,95237,94989,99.73959700536557,248,0.2604029946344383,0,0.0,False,False,False
CB25,SWC_50,95237,94989,99.73959700536557,248,0.2604029946344383,0,0.0,False,False,False
CB25,T_5,95237,94987,99.73749698121527,250,0.262503018784716,0,0.0,False,False,False
CB25,T_10,95237,94987,99.73749698121527,250,0.262503018784716,0,0.0,False,False,False
CB25,T_20,95237,94987,99.73749698121527,250,0.262503018784716,0,0.0,False,False,False
CB25,T_50,95237,94989,99.73959700536557,248,0.2604029946344383,0,0.0,False,False,False
CB25,Tair,95237,0,0.0,0,0.0,95237,100.0,False,True,False
CB25,RH,95237,0,0.0,0,0.0,95237,100.0,False,True,False
CB25,Srad,95237,0,0.0,0,0.0,95237,100.0,False,True,False
CB25,Wind speed,95237,0,0.0,0,0.0,95237,100.0,False,True,False
CB25,Wind direction,95237,0,0.0,0,0.0,95237,100.0,False,True,False
CB25,Ppt,95237,94990,99.7406470174407,247,0.25935298255929945,0,0.0,False,False,False
CB26,SWC_5,82540,78619,95.24957596316938,3921,4.750424036830628,0,0.0,False,False,False
CB26,SWC_10,82540,78611,95.23988369275503,3929,4.760116307244973,0,0.0,False,False,False
CB26,SWC_20,82540,78583,95.20596074630483,3957,4.794039253695178,0,0.0,False,False,False
CB26,SWC_50,82540,0,0.0,0,0.0,82540,100.0,False,True,False
CB26,T_5,82540,78618,95.24836442936758,3922,4.751635570632421,0,0.0,False,False,False
CB26,T_10,82540,78618,95.24836442936758,3922,4.751635570632421,0,0.0,False,False,False
CB26,T_20,82540,78618,95.24836442936758,3922,4.751635570632421,0,0.0,False,False,False
CB26,T_50,82540,0,0.0,0,0.0,82540,100.0,False,True,False
CB26,Tair,82540,0,0.0,0,0.0,82540,100.0,False,True,False
CB26,RH,82540,0,0.0,0,0.0,82540,100.0,False,True,False
CB26,Srad,82540,0,0.0,0,0.0,82540,100.0,False,True,False
CB26,Wind speed,82540,0,0.0,0,0.0,82540,100.0,False,True,False
CB26,Wind direction,82540,0,0.0,0,0.0,82540,100.0,False,True,False
CB26,Ppt,82540,78619,95.24957596316938,3921,4.750424036830628,0,0.0,False,False,False
CB27,SWC_5,82774,82771,99.99637567352066,3,0.0036243264793292575,0,0.0,False,False,False
CB27,SWC_10,82774,82770,99.99516756469423,4,0.004832435305772344,0,0.0,False,False,False
CB27,SWC_20,82774,82771,99.99637567352066,3,0.0036243264793292575,0,0.0,False,False,False
CB27,SWC_50,82774,82769,99.99395945586778,5,0.00604054413221543,0,0.0,False,False,False
CB27,T_5,82774,82770,99.99516756469423,4,0.004832435305772344,0,0.0,False,False,False
CB27,T_10,82774,82769,99.99395945586778,5,0.00604054413221543,0,0.0,False,False,False
CB27,T_20,82774,82770,99.99516756469423,4,0.004832435305772344,0,0.0,False,False,False
CB27,T_50,82774,82770,99.99516756469423,4,0.004832435305772344,0,0.0,False,False,False
CB27,Tair,82774,0,0.0,0,0.0,82774,100.0,False,True,False
CB27,RH,82774,0,0.0,0,0.0,82774,100.0,False,True,False
CB27,Srad,82774,0,0.0,0,0.0,82774,100.0,False,True,False
CB27,Wind speed,82774,0,0.0,0,0.0,82774,100.0,False,True,False
CB27,Wind direction,82774,0,0.0,0,0.0,82774,100.0,False,True,False
CB27,Ppt,82774,82772,99.9975837823471,2,0.002416217652886172,0,0.0,False,False,False
CB31,SWC_5,94560,92803,98.14192047377327,1757,1.8580795262267344,0,0.0,False,False,False
CB31,SWC_10,94560,92803,98.14192047377327,1757,1.8580795262267344,0,0.0,False,False,False
CB31,SWC_20,94560,92802,98.14086294416244,1758,1.8591370558375633,0,0.0,False,False,False
CB31,SWC_50,94560,92803,98.14192047377327,1757,1.8580795262267344,0,0.0,False,False,False
CB31,T_5,94560,92802,98.14086294416244,1758,1.8591370558375633,0,0.0,False,False,False
CB31,T_10,94560,92802,98.14086294416244,1758,1.8591370558375633,0,0.0,False,False,False
CB31,T_20,94560,92802,98.14086294416244,1758,1.8591370558375633,0,0.0,False,False,False
CB31,T_50,94560,92802,98.14086294416244,1758,1.8591370558375633,0,0.0,False,False,False
CB31,Tair,94560,0,0.0,0,0.0,94560,100.0,False,True,False
CB31,RH,94560,0,0.0,0,0.0,94560,100.0,False,True,False
CB31,Srad,94560,0,0.0,0,0.0,94560,100.0,False,True,False
CB31,Wind speed,94560,0,0.0,0,0.0,94560,100.0,False,True,False
CB31,Wind direction,94560,0,0.0,0,0.0,94560,100.0,False,True,False
CB31,Ppt,94560,92804,98.1429780033841,1756,1.8570219966159052,0,0.0,False,False,False
CB32,SWC_5,79657,77675,97.51183197961258,1982,2.4881680203874113,0,0.0,False,False,False
CB32,SWC_10,79657,77673,97.50932121470805,1984,2.490678785291939,0,0.0,False,False,False
CB32,SWC_20,79657,77675,97.51183197961258,1982,2.4881680203874113,0,0.0,False,False,False
CB32,SWC_50,79657,77674,97.51057659716032,1983,2.4894234028396753,0,0.0,False,False,False
CB32,T_5,79657,77674,97.51057659716032,1983,2.4894234028396753,0,0.0,False,False,False
CB32,T_10,79657,77673,97.50932121470805,1984,2.490678785291939,0,0.0,False,False,False
CB32,T_20,79657,77673,97.50932121470805,1984,2.490678785291939,0,0.0,False,False,False
CB32,T_50,79657,77673,97.50932121470805,1984,2.490678785291939,0,0.0,False,False,False
CB32,Tair,79657,0,0.0,0,0.0,79657,100.0,False,True,False
CB32,RH,79657,0,0.0,0,0.0,79657,100.0,False,True,False
CB32,Srad,79657,0,0.0,0,0.0,79657,100.0,False,True,False
CB32,Wind speed,79657,0,0.0,0,0.0,79657,100.0,False,True,False
CB32,Wind direction,79657,0,0.0,0,0.0,79657,100.0,False,True,False
CB32,Ppt,79657,77675,97.51183197961258,1982,2.4881680203874113,0,0.0,False,False,False
CB33,SWC_5,93623,86995,92.92054302895656,6628,7.079456971043441,0,0.0,False,False,False
CB33,SWC_10,93623,86994,92.919474915352,6629,7.080525084648002,0,0.0,False,False,False
CB33,SWC_20,93623,86995,92.92054302895656,6628,7.079456971043441,0,0.0,False,False,False
CB33,SWC_50,93623,86995,92.92054302895656,6628,7.079456971043441,0,0.0,False,False,False
CB33,T_5,93623,86994,92.919474915352,6629,7.080525084648002,0,0.0,False,False,False
CB33,T_10,93623,86994,92.919474915352,6629,7.080525084648002,0,0.0,False,False,False
CB33,T_20,93623,86993,92.91840680174744,6630,7.081593198252565,0,0.0,False,False,False
CB33,T_50,93623,86994,92.919474915352,6629,7.080525084648002,0,0.0,False,False,False
CB33,Tair,93623,0,0.0,0,0.0,93623,100.0,False,True,False
CB33,RH,93623,0,0.0,0,0.0,93623,100.0,False,True,False
CB33,Srad,93623,0,0.0,0,0.0,93623,100.0,False,True,False
CB33,Wind speed,93623,0,0.0,0,0.0,93623,100.0,False,True,False
CB33,Wind direction,93623,0,0.0,0,0.0,93623,100.0,False,True,False
CB33,Ppt,93623,86996,92.92161114256112,6627,7.078388857438878,0,0.0,False,False,False
FD02,SWC_5,99914,93600,93.68056528614609,5,0.005004303701183018,6309,6.314430410152731,True,False,False
FD02,SWC_10,99914,93600,93.68056528614609,5,0.005004303701183018,6309,6.314430410152731,True,False,False
FD02,SWC_20,99914,93599,93.67956442540584,6,0.006005164441419621,6309,6.314430410152731,True,False,False
FD02,SWC_50,99914,93602,93.68256700762656,3,0.0030025822207098104,6309,6.314430410152731,True,False,False
FD02,T_5,99914,93600,93.68056528614609,5,0.005004303701183018,6309,6.314430410152731,True,False,False
FD02,T_10,99914,93600,93.68056528614609,5,0.005004303701183018,6309,6.314430410152731,True,False,False
FD02,T_20,99914,93600,93.68056528614609,5,0.005004303701183018,6309,6.314430410152731,True,False,False
FD02,T_50,99914,93600,93.68056528614609,5,0.005004303701183018,6309,6.314430410152731,True,False,False
FD02,Tair,99914,99897,99.98298536741598,17,0.01701463258402226,0,0.0,True,False,False
FD02,RH,99914,94276,94.35714714654603,5638,5.64285285345397,0,0.0,True,False,False
FD02,Srad,99914,99913,99.99899913925975,1,0.0010008607402366035,0,0.0,True,False,False
FD02,Wind speed,99914,99911,99.99699741777928,3,0.0030025822207098104,0,0.0,True,False,False
FD02,Wind direction,99914,99911,99.99699741777928,3,0.0030025822207098104,0,0.0,True,False,False
FD02,Ppt,99914,99913,99.99899913925975,1,0.0010008607402366035,0,0.0,True,False,False
FD03,SWC_5,87983,70261,79.8574724662719,12370,14.059534228203175,5352,6.082993305524931,True,False,False
FD03,SWC_10,87983,70250,79.84497005103258,12381,14.072036643442484,5352,6.082993305524931,True,False,False
FD03,SWC_20,87983,70244,79.83815055181115,12387,14.078856142663923,5352,6.082993305524931,True,False,False
FD03,SWC_50,87983,0,0.0,0,0.0,87983,100.0,True,True,False
FD03,T_5,87983,70261,79.8574724662719,12370,14.059534228203175,5352,6.082993305524931,True,False,False
FD03,T_10,87983,70261,79.8574724662719,12370,14.059534228203175,5352,6.082993305524931,True,False,False
FD03,T_20,87983,70261,79.8574724662719,12370,14.059534228203175,5352,6.082993305524931,True,False,False
FD03,T_50,87983,0,0.0,0,0.0,87983,100.0,True,True,False
FD03,Tair,87983,78316,89.01265017105577,3839,4.3633429185183505,5828,6.624006910425878,True,False,False
FD03,RH,87983,71259,80.99178250343816,10895,12.383074002932384,5829,6.6251434936294515,True,False,False
FD03,Srad,87983,86211,97.9859745632679,0,0.0,1772,2.014025436732096,True,False,False
FD03,Wind speed,87983,86210,97.98483798006433,1,0.0011365832035734177,1772,2.014025436732096,True,False,False
FD03,Wind direction,87983,86210,97.98483798006433,1,0.0011365832035734177,1772,2.014025436732096,True,False,False
FD03,Ppt,87983,87982,99.99886341679642,1,0.0011365832035734177,0,0.0,True,False,False
FD08,SWC_5,96005,81563,84.95703348783917,14442,15.042966512160824,0,0.0,False,False,False
FD08,SWC_10,96005,81857,85.26326753814905,14148,14.736732461850947,0,0.0,False,False,False
FD08,SWC_20,96005,81858,85.26430915056508,14147,14.735690849434926,0,0.0,False,False,False
FD08,SWC_50,96005,81859,85.2653507629811,14146,14.734649237018903,0,0.0,False,False,False
FD08,T_5,96005,81858,85.26430915056508,14147,14.735690849434926,0,0.0,False,False,False
FD08,T_10,96005,81858,85.26430915056508,14147,14.735690849434926,0,0.0,False,False,False
FD08,T_20,96005,81858,85.26430915056508,14147,14.735690849434926,0,0.0,False,False,False
FD08,T_50,96005,81858,85.26430915056508,14147,14.735690849434926,0,0.0,False,False,False
FD08,Tair,96005,0,0.0,0,0.0,96005,100.0,False,True,False
FD08,RH,96005,0,0.0,0,0.0,96005,100.0,False,True,False
FD08,Srad,96005,0,0.0,0,0.0,96005,100.0,False,True,False
FD08,Wind speed,96005,0,0.0,0,0.0,96005,100.0,False,True,False
FD08,Wind direction,96005,0,0.0,0,0.0,96005,100.0,False,True,False
FD08,Ppt,96005,81860,85.26639237539712,14145,14.733607624602884,0,0.0,False,False,False
FD11,SWC_5,93574,93570,99.99572530831213,4,0.004274691687862013,0,0.0,False,False,False
FD11,SWC_10,93574,93547,99.97114583110694,27,0.02885416889306859,0,0.0,False,False,False
FD11,SWC_20,93574,93570,99.99572530831213,4,0.004274691687862013,0,0.0,False,False,False
FD11,SWC_50,93574,93561,99.98610725201445,13,0.01389274798555154,0,0.0,False,False,False
FD11,T_5,93574,93570,99.99572530831213,4,0.004274691687862013,0,0.0,False,False,False
FD11,T_10,93574,93570,99.99572530831213,4,0.004274691687862013,0,0.0,False,False,False
FD11,T_20,93574,93571,99.9967939812341,3,0.0032060187658965096,0,0.0,False,False,False
FD11,T_50,93574,93571,99.9967939812341,3,0.0032060187658965096,0,0.0,False,False,False
FD11,Tair,93574,0,0.0,0,0.0,93574,100.0,False,True,False
FD11,RH,93574,0,0.0,0,0.0,93574,100.0,False,True,False
FD11,Srad,93574,0,0.0,0,0.0,93574,100.0,False,True,False
FD11,Wind speed,93574,0,0.0,0,0.0,93574,100.0,False,True,False
FD11,Wind direction,93574,0,0.0,0,0.0,93574,100.0,False,True,False
FD11,Ppt,93574,93572,99.99786265415607,2,0.0021373458439310064,0,0.0,False,False,False
FD12,SWC_5,76713,46600,60.745897044829434,30113,39.25410295517057,0,0.0,False,False,False
FD12,SWC_10,76713,46602,60.74850416487428,30111,39.25149583512572,0,0.0,False,False,False
FD12,SWC_20,76713,46602,60.74850416487428,30111,39.25149583512572,0,0.0,False,False,False
FD12,SWC_50,76713,46602,60.74850416487428,30111,39.25149583512572,0,0.0,False,False,False
FD12,T_5,76713,46599,60.744593484807005,30114,39.255406515192995,0,0.0,False,False,False
FD12,T_10,76713,46600,60.745897044829434,30113,39.25410295517057,0,0.0,False,False,False
FD12,T_20,76713,46600,60.745897044829434,30113,39.25410295517057,0,0.0,False,False,False
FD12,T_50,76713,46600,60.745897044829434,30113,39.25410295517057,0,0.0,False,False,False
FD12,Tair,76713,0,0.0,0,0.0,76713,100.0,False,True,False
FD12,RH,76713,0,0.0,0,0.0,76713,100.0,False,True,False
FD12,Srad,76713,0,0.0,0,0.0,76713,100.0,False,True,False
FD12,Wind speed,76713,0,0.0,0,0.0,76713,100.0,False,True,False
FD12,Wind direction,76713,0,0.0,0,0.0,76713,100.0,False,True,False
FD12,Ppt,76713,46602,60.74850416487428,30111,39.25149583512572,0,0.0,False,False,False
FD13,SWC_5,93599,86307,92.20931847562474,7292,7.790681524375261,0,0.0,False,False,False
FD13,SWC_10,93599,86307,92.20931847562474,7292,7.790681524375261,0,0.0,False,False,False
FD13,SWC_20,93599,86308,92.2103868631075,7291,7.789613136892489,0,0.0,False,False,False
FD13,SWC_50,93599,86308,92.2103868631075,7291,7.789613136892489,0,0.0,False,False,False
FD13,T_5,93599,86308,92.2103868631075,7291,7.789613136892489,0,0.0,False,False,False
FD13,T_10,93599,86308,92.2103868631075,7291,7.789613136892489,0,0.0,False,False,False
FD13,T_20,93599,86308,92.2103868631075,7291,7.789613136892489,0,0.0,False,False,False
FD13,T_50,93599,86309,92.21145525059028,7290,7.788544749409716,0,0.0,False,False,False
FD13,Tair,93599,0,0.0,0,0.0,93599,100.0,False,True,False
FD13,RH,93599,0,0.0,0,0.0,93599,100.0,False,True,False
FD13,Srad,93599,0,0.0,0,0.0,93599,100.0,False,True,False
FD13,Wind speed,93599,0,0.0,0,0.0,93599,100.0,False,True,False
FD13,Wind direction,93599,0,0.0,0,0.0,93599,100.0,False,True,False
FD13,Ppt,93599,86310,92.21252363807305,7289,7.787476361926944,0,0.0,False,False,False
FD14,SWC_5,93601,72720,77.69147765515325,20881,22.308522344846743,0,0.0,False,False,False
FD14,SWC_10,93601,72721,77.69254601980748,20880,22.30745398019252,0,0.0,False,False,False
FD14,SWC_20,93601,72721,77.69254601980748,20880,22.30745398019252,0,0.0,False,False,False
FD14,SWC_50,93601,72722,77.69361438446171,20879,22.306385615538296,0,0.0,False,False,False
FD14,T_5,93601,72721,77.69254601980748,20880,22.30745398019252,0,0.0,False,False,False
FD14,T_10,93601,72721,77.69254601980748,20880,22.30745398019252,0,0.0,False,False,False
FD14,T_20,93601,72721,77.69254601980748,20880,22.30745398019252,0,0.0,False,False,False
FD14,T_50,93601,72721,77.69254601980748,20880,22.30745398019252,0,0.0,False,False,False
FD14,Tair,93601,0,0.0,0,0.0,93601,100.0,False,True,False
FD14,RH,93601,0,0.0,0,0.0,93601,100.0,False,True,False
FD14,Srad,93601,0,0.0,0,0.0,93601,100.0,False,True,False
FD14,Wind speed,93601,0,0.0,0,0.0,93601,100.0,False,True,False
FD14,Wind direction,93601,0,0.0,0,0.0,93601,100.0,False,True,False
FD14,Ppt,93601,72723,77.69468274911593,20878,22.305317250884073,0,0.0,False,False,False
FD16,SWC_5,93603,83475,89.17983397968014,10128,10.820166020319862,0,0.0,False,False,False
FD16,SWC_10,93603,83603,89.31658173349145,10000,10.683418266508552,0,0.0,False,False,False
FD16,SWC_20,93603,83603,89.31658173349145,10000,10.683418266508552,0,0.0,False,False,False
FD16,SWC_50,93603,83605,89.31871841714475,9998,10.68128158285525,0,0.0,False,False,False
