# Configuration:
# Stations: Station1, Station3
# Target: Sat_SM_SMAP
# Model Type: lstm
# Steps: 5
#
stations,target,model_type,n_steps,features,mse,mae,mae_percentage
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Tair', 'Winddirection')",0.000930992488893312,0.022263533406090216,14.983872790603407
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Tair', 'Windspeed')",0.0009143415228947036,0.022262540131086823,15.038167878305417
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'RH', 'Winddirection')",0.0008896724738546831,0.022253732273267025,15.057886279784494
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Srad', 'Winddirection')",0.0009080458857043097,0.02226394536481633,15.083871069940905
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Windspeed', 'Winddirection')",0.0009392899713863694,0.02225602410055606,15.112755273002291
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Srad', 'RH', 'Windspeed')",0.0009028795783442138,0.022307875540564966,15.124136863001459
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Srad', 'Tair', 'Windspeed')",0.0009140909763222001,0.022275718047777848,15.157341643868016
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Tair', 'RH')",0.0009070504641820313,0.022337836148175177,15.165021775037193
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('RH', 'Winddirection')",0.0009083438778386803,0.022449250092228146,15.172950978550132
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Srad', 'Windspeed', 'distance_SMAP')",0.0009248805236938418,0.022462917439747813,15.200058783022374
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('RH', 'distance_SMAP')",0.0009146854119819833,0.022399884055012757,15.281052641414004
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Windspeed', 'Winddirection', 'distance_SMAP')",0.0009305868544420116,0.022416614711854885,15.324334344942187
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('RH', 'Winddirection', 'distance_SMAP')",0.0009216121818061911,0.022614987060888037,15.406530044998092
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Tair', 'Windspeed')",0.0009467366509035835,0.02254124493261665,15.429517148929287
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Srad', 'Tair', 'Winddirection')",0.0009336154803031099,0.022724456469144602,15.48443782930922
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'RH', 'distance_SMAP')",0.0009321477419126245,0.022599789819878677,15.507776841711223
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Tair', 'Winddirection', 'distance_SMAP')",0.0009444917187685939,0.022838660940871964,15.51221576737265
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Tair', 'Windspeed', 'distance_SMAP')",0.0009489844728649711,0.022736252090209668,15.536495475147435
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('RH', 'Windspeed', 'Winddirection')",0.000936736315805995,0.02281795122531026,15.548851686855711
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Srad', 'Tair', 'Winddirection', 'distance_SMAP')",0.0009297375482836394,0.022948132538607422,15.617584501620058
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Tair', 'Winddirection')",0.0009500180409198162,0.022937471380930715,15.633036169899336
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Tair', 'Windspeed', 'distance_SMAP')",0.0009653439817494055,0.023014186441682658,15.703953198562992
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Tair', 'Windspeed', 'Winddirection', 'distance_SMAP')",0.0009721184648428744,0.02299205876802296,15.741738735164343
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Srad', 'Windspeed', 'Winddirection', 'distance_SMAP')",0.0009737796435135261,0.023073236407052052,15.76794934597267
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Srad', 'RH', 'distance_SMAP')",0.0009485518339483359,0.023114220927736902,15.824990251813475
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Srad', 'Windspeed', 'Winddirection', 'distance_SMAP')",0.0009598289775974857,0.02311969945794154,15.839459349052035
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Srad', 'RH', 'Windspeed', 'Winddirection', 'distance_SMAP')",0.0009595705739585848,0.02302215134575094,15.903581792890165
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Srad', 'Tair', 'Windspeed', 'Winddirection')",0.0009616062911563984,0.022959784123430745,15.905724267855604
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Tair', 'Windspeed', 'Winddirection')",0.0009709610092588641,0.023186937757717775,15.920729973463315
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Srad', 'Winddirection', 'distance_SMAP')",0.0009545417578882131,0.02316872679807735,15.93838189943518
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Srad', 'Tair', 'Winddirection')",0.0009529890722379985,0.023090194103128597,15.948444727259378
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Srad', 'Tair', 'RH', 'distance_SMAP')",0.0009565021646976436,0.02317719653380326,15.957031098400629
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Srad', 'RH', 'Windspeed', 'Winddirection')",0.0009768751558784168,0.023265512565350335,16.02427472504853
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Srad', 'Tair', 'Windspeed', 'Winddirection', 'distance_SMAP')",0.0009614665573310753,0.023423826350458095,16.078237666833925
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Srad', 'RH', 'Windspeed', 'Winddirection')",0.000978842556150311,0.023416880728042527,16.08777173443921
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Tair', 'Windspeed', 'Winddirection', 'distance_SMAP')",0.001003453707076509,0.02363582507497421,16.139823975899954
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Srad', 'Tair', 'distance_SMAP')",0.0009743417024896956,0.02345559697992346,16.140547154647965
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Srad', 'Tair', 'RH', 'Winddirection')",0.0009630905335386128,0.023596953421696543,16.153670688052447
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Srad', 'RH', 'Windspeed', 'distance_SMAP')",0.0009819953673529563,0.02349364724262737,16.15638584954371
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Srad', 'Tair', 'RH', 'Winddirection')",0.0009875502282122445,0.023551287791926223,16.213834337331797
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Srad', 'Windspeed', 'Winddirection')",0.0010052980346120582,0.023567411826236503,16.218306346611513
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Tair', 'Windspeed', 'Winddirection')",0.0010173357142664503,0.02371923155543042,16.22972104504892
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Tair', 'RH')",0.000988558933540797,0.02368933767573619,16.230804644104506
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Tair', 'RH', 'Windspeed')",0.0009689228559958007,0.023671282594978693,16.268927731081934
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Srad', 'Windspeed', 'Winddirection')",0.0009929553281748616,0.023665971292524925,16.27431140799524
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'RH', 'Windspeed', 'Winddirection')",0.000984249980214619,0.02373169034134255,16.276840826650503
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Srad', 'Tair', 'RH', 'Windspeed')",0.0009853180754899097,0.023690815397683838,16.29632169152761
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Srad', 'RH', 'Winddirection')",0.0009940772904195067,0.02375203735979101,16.297466484765017
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Srad', 'Tair', 'Windspeed', 'Winddirection')",0.001007741289053976,0.023687075173994404,16.328298640127272
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Srad', 'Tair', 'Windspeed', 'Winddirection', 'distance_SMAP')",0.0010079969576671348,0.023763317643020126,16.355681260072124
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Srad', 'Tair', 'Windspeed', 'distance_SMAP')",0.000987801299750334,0.02377265520465247,16.373561289165597
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Tair', 'RH', 'Windspeed', 'distance_SMAP')",0.000995214321810004,0.02371210352888208,16.375421157996644
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'RH', 'Windspeed', 'Winddirection', 'distance_SMAP')",0.0010090074725311931,0.02380189962361637,16.40623324808118
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'RH', 'Windspeed', 'distance_SMAP')",0.001006927180757405,0.023733111870097842,16.407600343421805
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('RH', 'Windspeed', 'distance_SMAP')",0.001007325239115365,0.023863554454570016,16.42423513847233
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Srad', 'Tair', 'RH', 'Winddirection', 'distance_SMAP')",0.000982448625850797,0.023788025136324296,16.429306342112486
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Srad', 'Tair', 'RH', 'distance_SMAP')",0.0009905460342509121,0.023848735320018775,16.443390100843
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Tair', 'Winddirection', 'distance_SMAP')",0.0010059694846614158,0.023976825811953,16.478372005894595
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'RH', 'Winddirection', 'distance_SMAP')",0.0010108733221605786,0.024100985055418595,16.49863995554865
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Srad', 'Tair', 'RH', 'Windspeed', 'Winddirection')",0.0010027618968744259,0.0239499428624287,16.50186332496857
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Srad', 'RH', 'Winddirection', 'distance_SMAP')",0.0009938458273802098,0.02401761788665954,16.50484183423065
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Srad', 'Tair', 'Windspeed', 'distance_SMAP')",0.001007672640332538,0.02398681884658332,16.54682850276334
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Tair', 'RH', 'Windspeed')",0.0010093653576940965,0.024032167869239257,16.575945038321162
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Srad', 'Tair', 'RH', 'Windspeed')",0.001006297469940585,0.024090782277973885,16.580132685783184
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Srad', 'RH', 'Winddirection', 'distance_SMAP')",0.0010121603074915873,0.02411889914278556,16.59955452656262
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Srad', 'Tair', 'RH', 'Windspeed', 'distance_SMAP')",0.0010158625163396078,0.024096802568536045,16.62174840349837
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Srad', 'Tair', 'RH', 'Winddirection', 'distance_SMAP')",0.001009486955925343,0.024058060683516715,16.62968340642638
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Srad', 'RH', 'Windspeed', 'Winddirection', 'distance_SMAP')",0.0010258948285553691,0.02410518595973921,16.643247617215557
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Srad', 'Tair', 'RH')",0.0010138838713213464,0.024191412520433168,16.67511289733149
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Tair', 'RH', 'Winddirection', 'distance_SMAP')",0.0009999242646230296,0.024328472351672244,16.682785540184017
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Srad', 'Tair', 'RH', 'Windspeed', 'Winddirection', 'distance_SMAP')",0.0010256020879779507,0.02419291390617403,16.697206511526282
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Tair', 'RH', 'distance_SMAP')",0.0010178230501406281,0.024193931963015537,16.71754044857709
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Srad', 'Tair', 'Winddirection', 'distance_SMAP')",0.0010346469422823634,0.024456147446498547,16.839946608313078
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Tair', 'RH', 'Windspeed', 'Winddirection')",0.0010475621517395792,0.024591924292958613,16.910185995732775
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Tair', 'RH', 'Winddirection')",0.0010283778087125175,0.024618558911857154,16.920239017323485
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Srad', 'Tair', 'RH', 'Windspeed', 'Winddirection')",0.0010205862880343583,0.02445519976926075,16.929255650857833
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Srad', 'RH', 'Windspeed', 'distance_SMAP')",0.0010416202765546338,0.024457536795063916,16.967910563807518
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('RH', 'Windspeed', 'Winddirection', 'distance_SMAP')",0.0010408093359929771,0.02454816446296239,16.978351842055133
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Tair', 'RH', 'distance_SMAP')",0.0010372987919861415,0.02458980308822677,16.997188130373424
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Srad', 'Tair', 'RH', 'Windspeed', 'distance_SMAP')",0.0010386191920635636,0.024665435571123134,17.03701928959559
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Tair', 'RH', 'Windspeed', 'Winddirection', 'distance_SMAP')",0.0010786634819691528,0.024745120980981875,17.062027968066122
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Tair', 'RH', 'Windspeed', 'distance_SMAP')",0.0010588614758612223,0.024731275461608814,17.141508988075934
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Srad', 'Tair', 'RH', 'Windspeed', 'Winddirection', 'distance_SMAP')",0.0010651396327884001,0.02479652524229807,17.160633940580723
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Tair', 'RH', 'Winddirection')",0.001067442198682064,0.02503312289103483,17.230920300150956
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Tair', 'RH', 'Windspeed', 'Winddirection', 'distance_SMAP')",0.001073322165769702,0.025076535742935134,17.3422981513005
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Tair', 'RH', 'Winddirection', 'distance_SMAP')",0.0010624247252778477,0.02520858650107428,17.46156732224694
"Station1, Station3",Sat_SM_SMAP,lstm,5,"('Ppt', 'Tair', 'RH', 'Windspeed', 'Winddirection')",0.0011078800045288063,0.02545213931385213,17.51038638220073
